ID,NAME,BOT_ID,MISSION_ID,ORDER,CREATIVE_NAME,learn_data,Story,LEARN_MECHANISM (LLM type),Activity_Category,STATUS,Level_bot_id,ICON,estimate time,,
262026_11,Thử tài câu cá,1100,preA1_10,26,Thử tài câu cá,"{
  ""words"": [
  {
  ""word"": ""board"",
  ""translation"": ""cái bảng""
  },
  {
  ""word"": ""pencil"",
  ""translation"": ""bút chì""
  },
  {
  ""word"": ""case"",
  ""translation"": ""hộp""
  },
  {
  ""word"": ""notebook"",
  ""translation"": ""quyển vở""
  },
  {
  ""word"": ""chair"",
  ""translation"": ""cái ghế""
  },
  {
  ""word"": ""scissors"",
  ""translation"": ""cái kéo""
  },
  {
  ""word"": ""glue"",
  ""translation"": ""keo dán""
  }
  ]
 }",Thử tài câu cá với khả năng ghi nhớ và phát âm từ vựng tiếng Anh,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1100
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""board"",
  ""translation"": ""cái bảng""
  },
  {
  ""word"": ""pencil"",
  ""translation"": ""bút chì""
  },
  {
  ""word"": ""case"",
  ""translation"": ""hộp""
  },
  {
  ""word"": ""notebook"",
  ""translation"": ""quyển vở""
  },
  {
  ""word"": ""chair"",
  ""translation"": ""cái ghế""
  },
  {
  ""word"": ""scissors"",
  ""translation"": ""cái kéo""
  },
  {
  ""word"": ""glue"",
  ""translation"": ""keo dán""
  }
  ]
 }",
262026_12.1,Thử thách gọi tên,1123,preA1_10,27,Thử thách gọi tên,"{
  ""words"": []
 }",Thử thách: Hô to những biểu tượng cậu thấy. Phải thật nhanh nha!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1123
  }
}",,,"{
""words"": [
{ ""word"": ""Board"", ""translation"": ""bảng"" },
{ ""word"": ""Pencil case"", ""translation"": ""hộp bút"" },
{ ""word"": ""Notebook"", ""translation"": ""quyển vở"" },
{ ""word"": ""Chair"", ""translation"": ""cái ghế"" },
{ ""word"": ""Scissors"", ""translation"": ""cái kéo"" },
{ ""word"": ""Glue"", ""translation"": ""keo dán"" }
],
""sentences"": []
}
",
060526_6,Sách bút bạn thân,1524,preA1_10,28,Sách bút bạn thân,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1524
  }
}",,,"{
""words"": [
{ ""word"": ""a board"", ""translation"": ""một cái bảng"" },
{ ""word"": ""a pencil case"", ""translation"": ""một hộp bút"" },
{ ""word"": ""a notebook"", ""translation"": ""một quyển vở"" },
{ ""word"": ""a chair"", ""translation"": ""một cái ghế"" },
{ ""word"": ""scissors"", ""translation"": ""cái kéo"" },
{ ""word"": ""glue"", ""translation"": ""keo dán"" }
],
""sentences"": []
}
",
060526_7,Phép màu kỳ diệu,1497,preA1_11,29,Phép màu kỳ diệu,"{
  ""words"": []
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1497
  }
}",,,"{
""words"": [
{ ""word"": ""pencil case"", ""translation"": ""hộp bút"" },
{ ""word"": ""notebook"", ""translation"": ""quyển vở"" },
{ ""word"": ""scissors"", ""translation"": ""cái kéo"" },
{ ""word"": ""Glue"", ""translation"": ""keo dán"" }
],
""sentences"": []
}
",
262026_9.1,Đường đua kỳ thú,1153,preA1_11,30,Đường đua kỳ thú,"{
  ""words"": [
  {
  ""word"": ""ruler"",
  ""translation"": ""thước kẻ""
  },
  {
  ""word"": ""eraser"",
  ""translation"": ""cục tẩy""
  },
  {
  ""word"": ""book"",
  ""translation"": ""quyển sách""
  },
  {
  ""word"": ""pencil"",
  ""translation"": ""bút chì""
  },
  {
  ""word"": ""bag"",
  ""translation"": ""cái cặp""
  },
  {
  ""word"": ""crayon"",
  ""translation"": ""bút sáp màu""
  }
  ]
 }",Tham gia hành trình phiêu lưu kỳ thú cùng bạn của Pika thôi!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1153
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""ruler"",
  ""translation"": ""thước kẻ""
  },
  {
  ""word"": ""eraser"",
  ""translation"": ""cục tẩy""
  },
  {
  ""word"": ""book"",
  ""translation"": ""quyển sách""
  },
  {
  ""word"": ""pencil"",
  ""translation"": ""bút chì""
  },
  {
  ""word"": ""bag"",
  ""translation"": ""cái cặp""
  },
  {
  ""word"": ""crayon"",
  ""translation"": ""bút sáp màu""
  }
  ]
 }",
262026_12,Lựa chọn đúng - trúng phần quà,1115,preA1_12,31,Lựa chọn đúng - trúng phần quà,"{
  ""words"": [
  {
  ""word"": ""board"",
  ""translation"": ""cái bảng""
  },
  {
  ""word"": ""pencil"",
  ""translation"": ""bút chì""
  },
  {
  ""word"": ""case"",
  ""translation"": ""hộp""
  },
  {
  ""word"": ""notebook"",
  ""translation"": ""quyển vở""
  },
  {
  ""word"": ""chair"",
  ""translation"": ""cái ghế""
  },
  {
  ""word"": ""scissors"",
  ""translation"": ""cái kéo""
  },
  {
  ""word"": ""glue"",
  ""translation"": ""keo dán""
  }
  ]
 }","Thử tài tinh mắt, phán đoán và nói đúng từ tiếng Anh mà cậu chọn",WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1115
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""board"",
  ""translation"": ""cái bảng""
  },
  {
  ""word"": ""pencil"",
  ""translation"": ""bút chì""
  },
  {
  ""word"": ""case"",
  ""translation"": ""hộp""
  },
  {
  ""word"": ""notebook"",
  ""translation"": ""quyển vở""
  },
  {
  ""word"": ""chair"",
  ""translation"": ""cái ghế""
  },
  {
  ""word"": ""scissors"",
  ""translation"": ""cái kéo""
  },
  {
  ""word"": ""glue"",
  ""translation"": ""keo dán""
  }
  ]
 }",
190526_02,Khám phá lớp học,1671,preA1_12,32,Khám phá lớp học,"{
  ""words"": [
    {
      ""word"": ""Elephant"",
      ""translation"": ""Con voi""
    },
    {
      ""word"": ""Frog"",
      ""translation"": ""Con ếch""
    },
    {
      ""word"": ""Grass"",
      ""translation"": ""Cỏ""
    },
    {
      ""word"": ""Highlighter"",
      ""translation"": ""Bút dạ quang""
    }
  ],
  ""sentences"": []
}",Pika muốn nói chuyện một chút với cậu về chủ đề thú vị này,AGENT,Luyện ngữ âm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1671
  }
}",,,,
060526_8,Cặp sách xinh ngoan,1526,preA1_12,33,Cặp sách xinh ngoan,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1526
  }
}",,,"{
""words"": [
{ ""word"": ""ruler"", ""translation"": ""thước kẻ"" },
{ ""word"": ""eraser"", ""translation"": ""cục tẩy"" },
{ ""word"": ""book"", ""translation"": ""quyển sách"" },
{ ""word"": ""pencil"", ""translation"": ""bút chì"" },
{ ""word"": ""bag"", ""translation"": ""cái cặp / túi"" },
{ ""word"": ""crayon"", ""translation"": ""bút màu"" },
{ ""word"": ""board"", ""translation"": ""cái bảng"" },
{ ""word"": ""pencil case"", ""translation"": ""hộp bút"" },
{ ""word"": ""notebook"", ""translation"": ""quyển vở"" },
{ ""word"": ""chair"", ""translation"": ""cái ghế"" },
{ ""word"": ""scissors"", ""translation"": ""cái kéo"" },
{ ""word"": ""glue"", ""translation"": ""keo dán"" }
],
""sentences"": [
{
""text"": ""What's this?"",
""translation"": ""Đây là gì?""
},
{
""text"": ""This is a ruler"",
""translation"": ""Đây là một cái thước kẻ""
},
{
""text"": ""This is an eraser"",
""translation"": ""Đây là một cục tẩy""
},
{
""text"": ""This is a book"",
""translation"": ""Đây là một quyển sách""
},
{
""text"": ""This is a pencil"",
""translation"": ""Đây là một cây bút chì""
},
{
""text"": ""This is a bag"",
""translation"": ""Đây là một cái cặp""
},
{
""text"": ""This is a crayon"",
""translation"": ""Đây là một cây bút màu""
},
{
""text"": ""This is a board"",
""translation"": ""Đây là một cái bảng""
},
{
""text"": ""This is a pencil case"",
""translation"": ""Đây là một hộp bút""
},
{
""text"": ""This is a notebook"",
""translation"": ""Đây là một quyển vở""
},
{
""text"": ""This is a chair"",
""translation"": ""Đây là một cái ghế""
},
{
""text"": ""This is scissors"",
""translation"": ""Đây là cái kéo""
},
{
""text"": ""This is glue"",
""translation"": ""Đây là keo dán""
}
]
}
",
262026_13,Tủ đồ thời trang,1026,preA1_13,34,Tủ đồ thời trang,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",Cùng học từ vựng về chủ đề đồ dùng quần áo và thời trang,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""VI-EN"":1026
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",
060526_9,Quần áo xinh xinh,1527,preA1_13,35,Quần áo xinh xinh,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1527
  }
}",,,"{
""words"": [
{ ""word"": ""hat"", ""translation"": ""cái mũ"" },
{ ""word"": ""T-shirt"", ""translation"": ""áo thun"" },
{ ""word"": ""jacket"", ""translation"": ""áo khoác"" },
{ ""word"": ""dress"", ""translation"": ""váy"" },
{ ""word"": ""trousers"", ""translation"": ""quần dài"" },
{ ""word"": ""shoes"", ""translation"": ""giày"" }
],
""sentences"": []
}
",
262026_15.2,Phép màu kỳ diệu,1160,preA1_14,36,Phép màu kỳ diệu,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1160
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",
262026_14,Gặp gỡ bạn Jenny,1059,preA1_14,37,Gặp gỡ bạn Jenny,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }","Cùng gặp lại bạn Jenny ở hành tinh Popa, hôm nay mình sẽ cùng bạn Jenny khám phá hành tinh Popa nhé, sẽ có khá nhiều điểm tương đồng với trái đất mình lắm cậu ơi",WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1059
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",
262026_15,Thẻ bài thời trang,1062,preA1_15,38,Thẻ bài thời trang,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }","Những tấm thẻ đầy màu sắc được xáo trộn, cậu hãy tinh mắt để đoán đúng tấm thẻ tớ chọn nhé!",WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1062
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",
190526_03,Cửa hàng quần áo,1624,preA1_15,39,Cửa hàng quần áo,"{
  ""words"": [
    {
      ""word"": ""Igloo"",
      ""translation"": ""Lều tuyết""
    },
    {
      ""word"": ""Jellyfish"",
      ""translation"": ""Sứa""
    },
    {
      ""word"": ""Key"",
      ""translation"": ""Chìa khóa""
    }
  ],
  ""sentences"": []
}",Pika muốn nói chuyện một chút với cậu về chủ đề thú vị này,AGENT,Luyện ngữ âm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1624
  }
}",,,,
060526_10,Diện đồ xinh xắn,1529,preA1_15,40,Diện đồ xinh xắn,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1529
  }
}",,,"{
""words"": [
{ ""word"": ""hat"", ""translation"": ""cái mũ"" },
{ ""word"": ""T-shirt"", ""translation"": ""áo thun"" },
{ ""word"": ""jacket"", ""translation"": ""áo khoác"" },
{ ""word"": ""dress"", ""translation"": ""váy"" },
{ ""word"": ""trousers"", ""translation"": ""quần dài"" },
{ ""word"": ""shoes"", ""translation"": ""giày"" }
],
""sentences"": [
{
""text"": ""What do you have"",
""translation"": ""Bạn có gì?""
},
{
""text"": ""I have a hat"",
""translation"": ""Tôi có một cái mũ""
},
{
""text"": ""I have a T-shirt"",
""translation"": ""Tôi có một chiếc áo thun""
},
{
""text"": ""I have a jacket"",
""translation"": ""Tôi có một chiếc áo khoác""
},
{
""text"": ""I have a dress"",
""translation"": ""Tôi có một chiếc váy""
},
{
""text"": ""I have trousers"",
""translation"": ""Tôi có quần dài""
},
{
""text"": ""I have shoes"",
""translation"": ""Tôi có giày""
}
]
}
",
262026_16,Tủ đồ thời trang (phần 2),1090,preA1_16,41,Tủ đồ thời trang (phần 2),"{
  ""words"": [
  {
  ""word"": ""shirt"",
  ""translation"": ""áo sơ mi""
  },
  {
  ""word"": ""sweater"",
  ""translation"": ""áo len""
  },
  {
  ""word"": ""coat"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""socks"",
  ""translation"": ""tất""
  },
  {
  ""word"": ""shorts"",
  ""translation"": ""quần đùi""
  },
  {
  ""word"": ""scarf"",
  ""translation"": ""khăn quàng""
  }
  ]
 }",Cùng học từ vựng về chủ đề đồ dùng quần áo và thời trang,WORK_FLOW,Nạp cụm,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1090
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""shirt"",
  ""translation"": ""áo sơ mi""
  },
  {
  ""word"": ""sweater"",
  ""translation"": ""áo len""
  },
  {
  ""word"": ""coat"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""socks"",
  ""translation"": ""tất""
  },
  {
  ""word"": ""shorts"",
  ""translation"": ""quần đùi""
  },
  {
  ""word"": ""scarf"",
  ""translation"": ""khăn quàng""
  }
  ]
 }",
262026_17,Đánh thức rồng con,1106,preA1_16,42,Đánh thức rồng con,"{
  ""words"": [
  {
  ""word"": ""shirt"",
  ""translation"": ""áo sơ mi""
  },
  {
  ""word"": ""sweater"",
  ""translation"": ""áo len""
  },
  {
  ""word"": ""coat"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""socks"",
  ""translation"": ""tất""
  },
  {
  ""word"": ""shorts"",
  ""translation"": ""quần đùi""
  },
  {
  ""word"": ""scarf"",
  ""translation"": ""khăn quàng""
  }
  ]
 }",Cùng đánh thức những chú rồng con đáng yêu bằng khả năng ghi nhớ và phát âm,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1106
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""shirt"",
  ""translation"": ""áo sơ mi""
  },
  {
  ""word"": ""sweater"",
  ""translation"": ""áo len""
  },
  {
  ""word"": ""coat"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""socks"",
  ""translation"": ""tất""
  },
  {
  ""word"": ""shorts"",
  ""translation"": ""quần đùi""
  },
  {
  ""word"": ""scarf"",
  ""translation"": ""khăn quàng""
  }
  ]
 }",
262026_18.1,Thử thách gọi tên,1124,preA1_16,43,Thử thách gọi tên,"{
  ""words"": []
 }",Thử thách: Hô to những biểu tượng cậu thấy. Phải thật nhanh nha!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1124
  }
}",,,"{
""words"": [
{ ""word"": ""Shirt"", ""translation"": ""áo sơ mi"" },
{ ""word"": ""Sweater"", ""translation"": ""áo len"" },
{ ""word"": ""Coat"", ""translation"": ""áo khoác"" },
{ ""word"": ""Socks"", ""translation"": ""đôi tất"" },
{ ""word"": ""Shorts"", ""translation"": ""quần short"" },
{ ""word"": ""Scarf"", ""translation"": ""khăn quàng cổ"" }
],
""sentences"": []
}
",
262026_16.1,Quần áo bé xinh,1456,preA1_16,44,Quần áo bé xinh,"{
  ""words"": []
 }","Là lá la, Pika có một bài hát siêu hay dành cho bé đây!",WORK_FLOW,Hát cùng Pika,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1456
  }
}",,,"{
""words"": [
{ ""word"": ""shirt"", ""translation"": ""áo sơ mi"" },
{ ""word"": ""sweater"", ""translation"": ""áo len"" },
{ ""word"": ""coat"", ""translation"": ""áo khoác"" },
{ ""word"": ""socks"", ""translation"": ""đôi tất"" },
{ ""word"": ""shorts"", ""translation"": ""quần short"" },
{ ""word"": ""scarf"", ""translation"": ""khăn quàng cổ"" }
],
""sentences"": []
}
",
060526_11,Phép màu kỳ diệu,1498,preA1_17,45,Phép màu kỳ diệu,"{
  ""words"": []
 }",Cùng nói cụm từ 3 lần để thấy phép màu kỳ diệu từ hành tinh Popa,WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1498
  }
}",,,"{
""words"": [
{ ""word"": ""sweater"", ""translation"": ""áo len"" },
{ ""word"": ""coat"", ""translation"": ""áo khoác"" },
{ ""word"": ""socks"", ""translation"": ""đôi tất"" },
{ ""word"": ""scarf"", ""translation"": ""khăn quàng cổ"" }
],
""sentences"": []
}
",
262026_15.1,Đường đua kỳ thú,1154,preA1_17,46,Đường đua kỳ thú,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",Tham gia hành trình phiêu lưu kỳ thú cùng bạn của Pika thôi!,WORK_FLOW,Luyện tập,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1154
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""hat"",
  ""translation"": ""mũ""
  },
  {
  ""word"": ""T-shirt"",
  ""translation"": ""áo phông""
  },
  {
  ""word"": ""jacket"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""dress"",
  ""translation"": ""váy""
  },
  {
  ""word"": ""trousers"",
  ""translation"": ""quần dài""
  },
  {
  ""word"": ""shoes"",
  ""translation"": ""giày""
  }
  ]
 }",
262026_18,Lựa chọn đúng - trúng phần quà,1116,preA1_18,47,Lựa chọn đúng - trúng phần quà,"{
  ""words"": [
  {
  ""word"": ""shirt"",
  ""translation"": ""áo sơ mi""
  },
  {
  ""word"": ""sweater"",
  ""translation"": ""áo len""
  },
  {
  ""word"": ""coat"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""socks"",
  ""translation"": ""tất""
  },
  {
  ""word"": ""shorts"",
  ""translation"": ""quần đùi""
  },
  {
  ""word"": ""scarf"",
  ""translation"": ""khăn quàng""
  }
  ]
 }","Thử tài tinh mắt, phán đoán và nói đúng từ tiếng Anh mà cậu chọn",WORK_FLOW,Khởi động,ACTIVE,"{
  ""default"": {
    ""VI-EN"": 1116
  }
}",,,"{
  ""words"": [
  {
  ""word"": ""shirt"",
  ""translation"": ""áo sơ mi""
  },
  {
  ""word"": ""sweater"",
  ""translation"": ""áo len""
  },
  {
  ""word"": ""coat"",
  ""translation"": ""áo khoác""
  },
  {
  ""word"": ""socks"",
  ""translation"": ""tất""
  },
  {
  ""word"": ""shorts"",
  ""translation"": ""quần đùi""
  },
  {
  ""word"": ""scarf"",
  ""translation"": ""khăn quàng""
  }
  ]
 }",
